1
"[57.740017, 9.481217, 14.3, 79.0]"
"[57.424065, 8.69313, 11.7, 52.8]"
"[57.466032, 9.303367, 11.3, 62.8]"
"[57.485377, 9.175165, 14.1, 63.5]"
"[57.612452, 9.76619, 11.8, 66.8]"
"[57.4742, 8.8208, 14.4, 56.0]"
"[57.662822, 8.1048, 10.4, 86.0]"
"[57.790808, 9.594315, 13.1, 74.4]"
"[57.477332, 9.08967, 11.3, 62.7]"
"[57.7401, 9.481933, 14.3, 79.0]"
"[57.662847, 8.10498, 10.5, 83.4]"
"[57.63535, 9.506462, 11.8, 67.3]"
"[57.485523, 9.175702, 14.1, 63.5]"
"[57.385883, 8.652228, 12.2, 60.4]"
"[57.684643, 8.23914, 12.7, 78.6]"
"[57.474433, 8.821383, 14.3, 56.0]"
"[57.447013, 8.863185, 13.7, 48.9]"
"[57.740008, 9.227313, 13.4, 86.8]"
"[57.4316, 8.474283, 13.5, 59.2]"
"[57.79275, 9.129243, 10.1, 81.0]"
"[57.424397, 8.693932, 11.7, 52.5]"
"[57.466318, 9.304177, 11.3, 56.7]"
"[57.66285, 8.105433, 10.5, 86.5]"
"[57.612648, 9.767112, 11.8, 71.5]"
"[57.4775, 9.090273, 11.3, 62.5]"
"[57.740167, 9.482667, 14.3, 79.0]"
"[57.485695, 9.176355, 14.1, 63.7]"
"[57.66286, 8.105612, 10.5, 85.7]"
"[57.79093, 9.595308, 13.1, 76.6]"
"[57.474633, 8.822, 14.3, 56.0]"
"[57.477542, 9.090452, 11.3, 63.2]"
"[57.386105, 8.653065, 12.1, 62.4]"
"[57.635555, 9.507398, 11.8, 67.5]"
"[57.684778, 8.240222, 12.7, 79.0]"
"[57.662877, 8.106063, 10.4, 86.1]"
"[57.44741, 8.864255, 13.5, 51.7]"
"[57.740233, 9.4834, 14.2, 79.0]"
"[57.431917, 8.475283, 13.5, 58.8]"
"[57.740053, 9.228583, 13.4, 87.1]"
"[57.792822, 9.130112, 10.1, 81.8]"
"[57.47764, 9.090798, 11.3, 63.3]"
"[57.485868, 9.177008, 14.1, 63.8]"
"[57.474883, 8.8226, 14.3, 55.0]"
"[57.466583, 9.30501, 11.3, 55.3]"
"[57.42476, 8.694818, 11.7, 52.0]"
"[57.612853, 9.768023, 11.5, 71.2]"
"[57.7911, 9.596393, 13.1, 74.0]"
"[57.486047, 9.177658, 14.1, 62.7]"
"[57.740317, 9.484117, 14.2, 78.0]"
"[57.4752, 8.823533, 14.3, 56.0]"
"[57.47783, 9.091493, 11.3, 63.3]"
"[57.386433, 8.654168, 12.2, 62.4]"
"[57.4322, 8.47615, 13.6, 58.6]"
"[57.740095, 9.229737, 13.4, 86.6]"
"[57.635783, 9.508427, 11.8, 67.2]"
"[57.447787, 8.865188, 13.6, 52.0]"
"[57.792885, 9.130982, 10.2, 81.9]"
"[57.684885, 8.241515, 12.6, 80.8]"
"[57.42506, 8.695542, 11.7, 52.8]"
"[57.7404, 9.48485, 14.2, 78.0]"
"[57.662913, 8.107143, 10.4, 85.9]"
"[57.486225, 9.178303, 14.1, 63.4]"
"[57.466885, 9.305913, 11.3, 59.4]"
"[57.718227, 8.588563, 5.1, 85.7]"
"[57.4753, 8.823833, 14.3, 56.0]"
"[57.613058, 9.768945, 11.3, 67.9]"
"[57.662902, 8.107413, 10.4, 88.9]"
"[57.791242, 9.597608, 13.0, 75.5]"
"[57.74045, 9.48545, 14.2, 79.0]"
"[57.478057, 9.092265, 11.3, 62.0]"
"[57.662927, 8.107768, 10.4, 86.6]"
"[57.386703, 8.655075, 12.2, 61.0]"
"[57.432517, 8.477167, 13.5, 58.6]"
"[57.486427, 9.179063, 14.1, 63.4]"
"[57.63599, 9.50936, 11.7, 67.2]"
"[57.448187, 8.86611, 13.6, 52.5]"
"[57.475567, 8.82455, 14.3, 56.0]"
"[57.792938, 9.131855, 10.1, 83.4]"
"[57.740128, 9.231018, 13.4, 86.7]"
"[57.467118, 9.306557, 11.3, 56.5]"
"[57.42546, 8.696502, 11.7, 52.8]"
"[57.613255, 9.769858, 11.6, 69.9]"
"[57.740533, 9.486183, 14.3, 78.0]"
"[57.486572, 9.179605, 14.1, 63.8]"
"[57.475767, 8.825167, 14.3, 56.0]"
"[57.791408, 9.59882, 13.1, 76.6]"
"[57.47827, 9.093043, 11.3, 62.3]"
"[57.636158, 9.510108, 11.8, 67.6]"
"[57.386942, 8.65591, 12.1, 60.6]"
"[57.432817, 8.47805, 13.5, 57.9]"
"[57.740617, 9.4869, 14.3, 78.0]"
"[57.448565, 8.867047, 13.6, 53.7]"
"[57.68515, 8.243543, 12.7, 74.5]"
"[57.740155, 9.232063, 13.4, 87.3]"
"[57.792998, 9.132817, 10.1, 84.3]"
"[57.486748, 9.180253, 14.1, 62.4]"
"[57.476033, 8.825883, 14.3, 56.0]"
"[57.425728, 8.697137, 11.7, 51.8]"
"[57.613437, 9.77068, 11.3, 69.7]"
"[57.467412, 9.307465, 11.3, 58.5]"
"[57.79157, 9.599788, 13.1, 73.4]"
"[57.486927, 9.180898, 14.1, 63.7]"
"[57.7407, 9.48775, 14.3, 78.0]"
"[57.68515, 8.243543, 12.7, 74.5]"
"[57.476267, 8.826483, 14.3, 55.0]"
"[57.478525, 9.094005, 11.3, 63.1]"
"[57.68515, 8.243543, 12.7, 74.5]"
"[57.433133, 8.47905, 13.5, 58.4]"
"[57.387212, 8.656827, 12.2, 61.7]"
"[57.793048, 9.133518, 10.2, 83.4]"
"[57.636385, 9.511137, 11.8, 67.4]"
"[57.448932, 8.867982, 13.6, 53.6]"
"[57.662987, 8.109673, 10.5, 85.4]"
"[57.467412, 9.307465, 11.3, 58.5]"
"[57.740182, 9.233217, 13.4, 87.2]"
"[57.685267, 8.24461, 12.7, 78.6]"
"[57.740767, 9.488367, 14.3, 78.0]"
"[57.426057, 8.697932, 11.6, 52.4]"
"[57.467683, 9.308287, 11.2, 61.5]"
"[57.487098, 9.18155, 14.2, 63.1]"
"[57.613658, 9.77169, 11.4, 71.1]"
"[57.47645, 8.827, 14.3, 56.0]"
"[57.718293, 8.589993, 5.2, 82.7]"
"[57.791712, 9.601003, 13.1, 75.9]"
"[57.663, 8.110402, 10.5, 87.5]"
"[57.47875, 9.09488, 11.3, 64.3]"
"[57.740833, 9.489083, 14.3, 78.0]"
"[57.487307, 9.182307, 14.1, 63.3]"
"[57.387513, 8.657822, 12.1, 59.4]"
"[57.449272, 8.868827, 13.5, 53.5]"
"[57.685368, 8.245478, 12.7, 79.0]"
"[57.47665, 8.827633, 14.3, 56.0]"
"[57.740198, 9.234257, 13.4, 87.5]"
"[57.636612, 9.512167, 11.8, 67.5]"
"[57.433533, 8.48025, 13.6, 58.5]"
"[57.793113, 9.13448, 10.3, 81.3]"
"[57.46796, 9.309095, 11.2, 57.5]"
"[57.42643, 8.698817, 11.6, 51.5]"
"[57.663023, 8.110862, 10.6, 85.8]"
"[57.61387, 9.772608, 11.7, 66.0]"
"[57.663022, 8.11104, 10.5, 86.4]"
"[57.740933, 9.489933, 14.3, 78.0]"
"[57.487483, 9.182957, 14.1, 62.9]"
"[57.791857, 9.60188, 13.2, 74.6]"
"[57.476883, 8.828233, 14.3, 56.0]"
"[57.478952, 9.095672, 11.3, 64.9]"
"[57.387753, 8.658647, 12.1, 62.8]"
"[57.6368, 9.513007, 11.8, 67.0]"
"[57.685535, 8.246758, 12.7, 79.1]"
"[57.663017, 8.111492, 10.5, 89.3]"
"[57.449685, 8.869872, 13.7, 51.0]"
"[57.43385, 8.481233, 13.6, 58.7]"
"[57.741, 9.490533, 14.2, 78.0]"
"[57.66302, 8.111582, 10.5, 89.3]"
"[57.740228, 9.235525, 13.4, 87.3]"
"[57.48763, 9.183498, 14.2, 63.4]"
"[57.793178, 9.135353, 10.2, 79.6]"
"[57.477083, 8.828867, 14.3, 56.0]"
"[57.468223, 9.30992, 11.2, 55.8]"
"[57.426765, 8.699603, 11.7, 51.7]"
"[57.614077, 9.773515, 11.8, 65.1]"
"[57.791992, 9.60298, 13.1, 75.1]"
"[57.741067, 9.491267, 14.3, 78.0]"
"[57.487807, 9.184153, 14.2, 63.0]"
"[57.663033, 8.112223, 10.5, 89.0]"
"[57.4773, 8.829483, 14.3, 56.0]"
"[57.479235, 9.096715, 11.3, 64.3]"
"[57.38804, 8.659547, 12.2, 61.4]"
"[57.43415, 8.482117, 13.6, 58.9]"
"[57.740252, 9.236685, 13.4, 87.8]"
"[57.637028, 9.514035, 11.8, 67.3]"
"[57.450052, 8.870825, 13.7, 54.1]"
"[57.793247, 9.136223, 10.2, 81.2]"
"[57.68567, 8.247915, 12.6, 77.4]"
"[57.427063, 8.700308, 11.6, 52.6]"
"[57.74115, 9.491983, 14.3, 78.0]"
"[57.468517, 9.310825, 11.2, 59.1]"
"[57.488017, 9.184907, 14.1, 62.5]"
"[57.718373, 8.591238, 5.2, 82.3]"
"[57.4776, 8.8303, 14.3, 56.0]"
"[57.614287, 9.774433, 11.7, 64.0]"
"[57.663058, 8.112858, 10.5, 86.5]"
"[57.792175, 9.604308, 13.2, 75.4]"
"[57.479437, 9.097398, 11.3, 62.6]"
"[57.388282, 8.66038, 12.1, 59.1]"
"[57.741233, 9.492717, 14.3, 78.0]"
"[57.663067, 8.113223, 10.5, 87.5]"
"[57.434467, 8.483083, 13.6, 58.8]"
"[57.48819, 9.18556, 14.2, 63.9]"
"[57.637215, 9.514878, 11.8, 67.2]"
"[57.477833, 8.830917, 14.3, 56.0]"
"[57.450443, 8.871757, 13.8, 51.0]"
"[57.793318, 9.137093, 10.2, 82.6]"
"[57.740277, 9.237962, 13.4, 87.0]"
"[57.46875, 9.311455, 11.2, 57.6]"
"[57.427455, 8.701252, 11.4, 52.4]"
"[57.614492, 9.775357, 11.6, 66.7]"
"[57.741317, 9.493433, 14.3, 78.0]"
"[57.4796, 9.09801, 11.3, 62.9]"
"[57.488367, 9.186212, 14.2, 63.1]"
"[57.718407, 8.591757, 5.0, 80.4]"
"[57.477933, 8.831217, 14.3, 56.0]"
"[57.792337, 9.605403, 13.2, 75.1]"
"[57.479678, 9.098265, 11.3, 62.2]"
"[57.388582, 8.661393, 12.1, 61.1]"
"[57.6374, 9.515725, 11.8, 67.6]"
"[57.43475, 8.484033, 13.6, 59.8]"
"[57.741383, 9.494167, 14.3, 78.0]"
"[57.450833, 8.872687, 13.7, 54.9]"
"[57.685863, 8.249957, 12.6, 81.3]"
"[57.479773, 9.098605, 11.3, 62.1]"
"[57.740305, 9.239003, 13.4, 87.2]"
"[57.388582, 8.661393, 12.1, 61.1]"
"[57.793397, 9.138053, 10.2, 82.7]"
"[57.488543, 9.186862, 14.2, 63.0]"
"[57.478183, 8.83195, 14.3, 56.0]"
"[57.427708, 8.701877, 11.6, 51.8]"
"[57.469053, 9.312348, 11.3, 53.5]"
"[57.61468, 9.776175, 11.6, 68.6]"
"[57.47984, 9.098868, 11.3, 63.1]"
"[57.79246, 9.606288, 13.2, 74.7]"
"[57.48869, 9.187403, 14.1, 63.2]"
"[57.741483, 9.495017, 14.3, 78.0]"
"[57.4784, 8.832567, 14.3, 56.0]"
"[57.47993, 9.099218, 11.3, 63.5]"
"[57.388862, 8.66229, 12.2, 61.4]"
"[57.4351, 8.485083, 13.7, 59.7]"
"[57.637627, 9.516757, 11.8, 67.5]"
"[57.451223, 8.873623, 13.8, 51.6]"
"[57.663113, 8.115143, 10.6, 87.4]"
"[57.740325, 9.240175, 13.4, 87.3]"
"[57.48001, 9.099473, 11.3, 62.7]"
"[57.685957, 8.251137, 12.6, 84.1]"
"[57.793472, 9.138927, 10.2, 80.9]"
"[57.663113, 8.115143, 10.6, 87.4]"
"[57.74155, 9.495617, 14.3, 78.0]"
"[57.428035, 8.702662, 11.4, 53.4]"
"[57.469308, 9.313183, 11.2, 56.8]"
"[57.488895, 9.188165, 14.1, 63.7]"
"[57.614905, 9.77719, 11.6, 67.7]"
"[57.478567, 8.8331, 14.3, 57.0]"
"[57.792628, 9.607497, 13.2, 74.9]"
"[57.480145, 9.099997, 11.3, 63.8]"
"[57.663138, 8.115882, 10.6, 86.2]"
"[57.741633, 9.496467, 14.2, 78.0]"
"[57.489043, 9.188703, 14.1, 63.2]"
"[57.435433, 8.486117, 13.6, 59.5]"
"[57.389137, 8.663207, 12.1, 60.4]"
"[57.451553, 8.874488, 13.5, 53.5]"
"[57.686013, 8.251983, 12.6, 82.8]"
"[57.478767, 8.833733, 14.3, 57.0]"
"[57.740353, 9.241218, 13.4, 87.4]"
"[57.63785, 9.51779, 11.8, 68.3]"
"[57.793533, 9.139713, 10.3, 80.5]"
"[57.66315, 8.116252, 10.7, 86.2]"
"[57.469585, 9.313995, 11.3, 64.3]"
"[57.428383, 8.703518, 11.3, 53.6]"
"[57.615113, 9.778108, 11.4, 65.4]"
"[57.663157, 8.116515, 10.6, 86.4]"
"[57.741717, 9.497183, 14.3, 78.0]"
"[57.489218, 9.189355, 14.1, 63.7]"
"[57.792763, 9.608495, 13.2, 75.7]"
"[57.478983, 8.834367, 14.3, 58.0]"
"[57.480382, 9.100858, 11.3, 63.1]"
"[57.389368, 8.664052, 12.3, 62.8]"
"[57.638033, 9.518637, 11.8, 68.2]"
"[57.663185, 8.11697, 10.6, 85.0]"
"[57.451968, 8.875538, 13.8, 57.4]"
"[57.4358, 8.4873, 13.6, 59.5]"
"[57.7418, 9.497917, 14.3, 78.0]"
"[57.663187, 8.117065, 10.6, 85.0]"
"[57.740388, 9.242488, 13.3, 87.4]"
"[57.686092, 8.253167, 12.6, 82.3]"
"[57.489398, 9.190002, 14.1, 62.8]"
"[57.793597, 9.140593, 10.3, 81.5]"
"[57.479167, 8.835017, 14.3, 58.0]"
"[57.469875, 9.314788, 11.2, 55.8]"
"[57.428708, 8.704298, 11.3, 52.1]"
"[57.61532, 9.779038, 11.7, 66.4]"
"[57.48054, 9.101475, 11.3, 63.9]"
"[57.718548, 8.593488, 4.9, 80.8]"
"[57.792917, 9.609592, 13.1, 75.3]"
"[57.741883, 9.49865, 14.3, 78.0]"
"[57.489602, 9.190763, 14.1, 64.1]"
"[57.479433, 8.835883, 14.4, 59.0]"
"[57.480665, 9.101902, 11.3, 62.8]"
"[57.686155, 8.254133, 12.6, 81.0]"
"[57.43605, 8.488167, 13.7, 59.5]"
"[57.74042, 9.24365, 13.4, 87.6]"
"[57.389688, 8.665163, 12.3, 62.3]"
"[57.638232, 9.51958, 11.8, 68.3]"
"[57.452343, 8.87646, 13.5, 50.9]"
"[57.480712, 9.102075, 11.3, 62.7]"
"[57.470128, 9.315628, 11.2, 54.6]"
"[57.429003, 8.704997, 11.4, 51.4]"
"[57.74195, 9.499367, 14.3, 78.0]"
"[57.489778, 9.191417, 14.1, 63.3]"
"[57.615532, 9.779958, 11.5, 66.3]"
"[57.479633, 8.8365, 14.3, 59.0]"
"[57.793077, 9.610808, 13.2, 75.4]"
"[57.480845, 9.102598, 11.3, 63.6]"
"[57.389925, 8.665987, 12.1, 61.2]"
"[57.742033, 9.5001, 14.3, 78.0]"
"[57.638408, 9.520432, 11.8, 68.1]"
"[57.43635, 8.489167, 13.6, 60.0]"
"[57.489955, 9.192063, 14.1, 63.4]"
"[57.479817, 8.83715, 14.3, 59.0]"
"[57.452725, 8.877428, 13.8, 56.2]"
"[57.793738, 9.142353, 10.2, 81.6]"
"[57.740457, 9.244908, 13.3, 87.1]"
"[57.470368, 9.316367, 11.3, 63.5]"
"[57.615742, 9.780883, 11.7, 67.3]"
"[57.429383, 8.705917, 11.3, 52.6]"
"[57.7421, 9.5007, 14.3, 78.0]"
"[57.490103, 9.192603, 14.1, 63.2]"
"[57.718638, 8.594328, 5.0, 79.8]"
"[57.48, 8.8377, 14.4, 60.0]"
"[57.793218, 9.61191, 13.1, 75.8]"
"[57.48109, 9.103462, 11.3, 62.5]"
"[57.663252, 8.119543, 10.6, 87.9]"
"[57.390195, 8.666922, 12.1, 62.1]"
"[57.638622, 9.521472, 11.8, 68.3]"
"[57.43665, 8.490083, 13.6, 60.4]"
"[57.453112, 8.878313, 13.7, 55.0]"
"[57.686272, 8.256417, 12.6, 85.1]"
"[57.742183, 9.50155, 14.3, 78.0]"
"[57.490302, 9.193363, 14.1, 63.9]"
"[57.480183, 8.838333, 14.3, 60.0]"
"[57.429635, 8.706525, 11.3, 51.6]"
"[57.615937, 9.781703, 11.6, 66.4]"
"[57.470677, 9.317253, 11.2, 58.6]"
"[57.481257, 9.104062, 11.3, 62.8]"
"[57.663273, 8.120178, 10.6, 86.6]"
"[57.71868, 8.594758, 5.0, 78.0]"
"[57.638622, 9.521472, 11.8, 68.3]"
"[57.79336, 9.612897, 13.1, 75.3]"
"[57.490452, 9.193905, 14.2, 63.0]"
"[57.742267, 9.502283, 14.3, 78.0]"
"[57.480383, 8.838967, 14.3, 60.0]"
"[57.481357, 9.104402, 11.3, 62.1]"
"[57.39043, 8.667753, 12.4, 61.5]"
"[57.437017, 8.491117, 13.7, 60.7]"
"[57.638818, 9.522415, 11.7, 68.5]"
"[57.453457, 8.879153, 13.9, 53.0]"
"[57.663272, 8.120635, 10.6, 88.3]"
"[57.481415, 9.10467, 11.2, 63.4]"
"[57.740498, 9.247083, 13.3, 87.5]"
"[57.686328, 8.257597, 12.6, 86.1]"
"[57.793873, 9.144198, 10.1, 82.7]"
"[57.79336, 9.612897, 13.1, 75.3]"
"[57.742333, 9.502883, 14.3, 78.0]"
"[57.429943, 8.707277, 11.3, 52.1]"
"[57.47094, 9.31808, 11.3, 55.1]"
"[57.490627, 9.194553, 14.1, 63.3]"
"[57.616168, 9.782718, 11.7, 65.9]"
"[57.480617, 8.839717, 14.4, 60.0]"
"[57.48148, 9.104937, 11.3, 64.7]"
"[57.480617, 8.839717, 14.4, 60.0]"
"[57.718727, 8.59518, 5.0, 79.0]"
"[57.66329, 8.12119, 10.6, 88.3]"
"[57.793535, 9.614215, 13.1, 75.8]"
"[57.481562, 9.105187, 11.3, 62.4]"
"[57.663292, 8.121372, 10.6, 88.4]"
"[57.742433, 9.503733, 14.3, 78.0]"
"[57.490802, 9.195198, 14.1, 63.7]"
"[57.437317, 8.492133, 13.6, 61.6]"
"[57.39076, 8.66885, 12.2, 59.9]"
"[57.453838, 8.880063, 13.9, 52.5]"
"[57.480783, 8.840233, 14.3, 60.0]"
"[57.740528, 9.248128, 13.3, 87.5]"
"[57.639043, 9.523457, 11.8, 68.2]"
"[57.686372, 8.258682, 12.6, 84.8]"
"[57.481663, 9.105522, 11.2, 61.4]"
"[57.793937, 9.144987, 10.2, 81.3]"
"[57.471203, 9.318908, 11.2, 58.7]"
"[57.430312, 8.708115, 11.3, 52.6]"
"[57.663317, 8.121825, 10.6, 86.3]"
"[57.616382, 9.783642, 11.6, 64.9]"
"[57.48172, 9.105792, 11.2, 63.4]"
"[57.663313, 8.122008, 10.6, 87.2]"
"[57.7425, 9.504467, 14.3, 78.0]"
"[57.490975, 9.19585, 14.1, 63.4]"
"[57.793647, 9.615093, 13.1, 75.7]"
"[57.480983, 8.840867, 14.3, 60.0]"
"[57.481785, 9.106057, 11.2, 65.0]"
"[57.391008, 8.669702, 12.4, 62.5]"
"[57.639222, 9.524303, 11.8, 67.4]"
"[57.454257, 8.88109, 13.7, 55.8]"
"[57.663335, 8.122457, 10.5, 86.1]"
"[57.437683, 8.49335, 13.6, 61.2]"
"[57.742583, 9.505183, 14.3, 78.0]"
"[57.663337, 8.122548, 10.5, 86.1]"
"[57.686417, 8.259652, 12.5, 85.1]"
"[57.491148, 9.196503, 14.2, 64.3]"
"[57.794003, 9.145857, 10.2, 81.3]"
"[57.740575, 9.249502, 13.3, 86.8]"
"[57.481895, 9.106385, 11.2, 61.7]"
"[57.481167, 8.841533, 14.4, 60.0]"
"[57.471473, 9.31972, 11.2, 58.0]"
"[57.430515, 8.708575, 11.2, 52.6]"
"[57.616597, 9.784557, 11.9, 65.3]"
"[57.481963, 9.106647, 11.2, 62.9]"
"[57.793792, 9.616193, 13.1, 75.9]"
"[57.663358, 8.123012, 10.6, 85.1]"
"[57.74265, 9.505917, 14.3, 78.0]"
"[57.491323, 9.197157, 14.1, 62.9]"
"[57.663365, 8.123197, 10.6, 85.7]"
"[57.481367, 8.842167, 14.3, 60.0]"
"[57.482065, 9.107097, 11.3, 65.1]"
"[57.686447, 8.260635, 12.6, 86.5]"
"[57.437917, 8.494283, 13.7, 60.9]"
"[57.39132, 8.670707, 12.3, 62.8]"
"[57.639443, 9.525338, 11.8, 67.4]"
"[57.454623, 8.882073, 13.7, 54.3]"
"[57.482118, 9.107262, 11.2, 64.0]"
"[57.740605, 9.250533, 13.3, 86.4]"
"[57.471735, 9.320547, 11.2, 59.3]"
"[57.430933, 8.709578, 11.3, 51.7]"
"[57.742717, 9.506517, 14.2, 78.0]"
"[57.491527, 9.197913, 14.1, 63.8]"
"[57.616817, 9.785472, 11.6, 66.0]"
"[57.481583, 8.842917, 14.4, 60.0]"
"[57.663365, 8.123818, 10.5, 88.2]"
"[57.793977, 9.617512, 13.1, 75.6]"
"[57.718727, 8.59518, 5.0, 79.0]"
"[57.482267, 9.107775, 11.2, 62.9]"
"[57.391525, 8.67145, 12.2, 59.6]"
"[57.742783, 9.50725, 14.2, 79.0]"
"[57.639608, 9.526085, 11.7, 67.5]"
"[57.438217, 8.495283, 13.6, 60.6]"
"[57.491702, 9.198565, 14.2, 63.3]"
"[57.481833, 8.843667, 14.4, 60.0]"
"[57.455005, 8.88303, 13.8, 52.4]"
"[57.794122, 9.147597, 10.0, 83.6]"
"[57.740637, 9.251798, 13.3, 86.7]"
"[57.471985, 9.321273, 11.2, 60.0]"
"[57.617032, 9.786403, 11.6, 63.8]"
"[57.431312, 8.710502, 11.4, 51.9]"
"[57.742867, 9.507967, 14.2, 79.0]"
"[57.491877, 9.19921, 14.1, 63.8]"
"[57.718895, 8.596903, 5.1, 81.0]"
"[57.481917, 8.844, 14.4, 60.0]"
"[57.663382, 8.124823, 10.5, 89.1]"
"[57.794128, 9.61861, 13.1, 75.0]"
"[57.482495, 9.108648, 11.3, 63.1]"
"[57.663398, 8.125003, 10.5, 86.9]"
"[57.639813, 9.527022, 11.8, 66.9]"
"[57.391808, 8.67249, 12.3, 62.0]"
"[57.438517, 8.496217, 13.7, 60.2]"
"[57.4554, 8.883975, 13.7, 52.8]"
"[57.686567, 8.262912, 12.6, 84.7]"
"[57.742933, 9.508683, 14.2, 78.0]"
"[57.794192, 9.148552, 10.2, 83.6]"
"[57.492048, 9.199858, 14.1, 63.6]"
"[57.482117, 8.844633, 14.4, 60.0]"
"[57.431565, 8.71111, 11.3, 51.8]"
"[57.663402, 8.12538, 10.6, 88.0]"
"[57.61722, 9.787245, 12.1, 66.7]"
"[57.472285, 9.322163, 11.3, 57.3]"
"[57.663407, 8.125652, 10.6, 87.9]"
"[57.718928, 8.59735, 5.0, 80.9]"
"[57.794258, 9.619605, 13.1, 75.3]"
"[57.492192, 9.200398, 14.1, 63.6]"
"[57.743033, 9.509533, 14.2, 78.0]"
"[57.482317, 8.845283, 14.4, 60.0]"
"[57.482743, 9.109612, 11.3, 64.1]"
"[57.392072, 8.673312, 12.3, 62.1]"
"[57.43885, 8.497217, 13.6, 59.8]"
"[57.640045, 9.528045, 11.8, 66.9]"
"[57.455748, 8.884812, 13.7, 51.7]"
"[57.663408, 8.126097, 10.5, 89.3]"
"[57.740677, 9.254002, 13.3, 87.1]"
"[57.663413, 8.12619, 10.5, 88.8]"
"[57.686627, 8.263995, 12.6, 83.8]"
"[57.79425, 9.149423, 10.1, 82.5]"
"[57.472522, 9.322907, 11.2, 57.3]"
"[57.7431, 9.510133, 14.2, 78.0]"
"[57.431883, 8.711875, 11.3, 52.1]"
"[57.492393, 9.20116, 14.2, 63.3]"
"[57.617432, 9.788167, 11.7, 68.8]"
"[57.48255, 8.84605, 14.4, 60.0]"
"[57.482885, 9.110133, 11.3, 63.4]"
"[57.740677, 9.254002, 13.3, 87.1]"
"[57.663442, 8.126652, 10.6, 86.5]"
"[57.794425, 9.620813, 13.1, 75.4]"
"[57.482953, 9.110392, 11.3, 63.6]"
"[57.7432, 9.510967, 14.2, 78.0]"
"[57.49257, 9.201805, 14.0, 63.1]"
"[57.43915, 8.4982, 13.6, 59.4]"
"[57.3924, 8.674435, 12.3, 59.6]"
"[57.456153, 8.885693, 13.6, 50.8]"
"[57.49257, 9.201805, 14.0, 63.1]"
"[57.640277, 9.52907, 11.8, 66.8]"
"[57.482717, 8.846567, 14.4, 60.0]"
"[57.740703, 9.25516, 13.3, 88.1]"
"[57.686685, 8.265083, 12.6, 81.9]"
"[57.48304, 9.110745, 11.3, 64.2]"
"[57.7943, 9.150205, 10.1, 82.6]"
"[57.472822, 9.323797, 11.2, 58.0]"
"[57.43224, 8.712723, 11.3, 51.3]"
